"","x","route","location","url","avg_stars","route_type","rating","pitches","length","area_latitude","area_longitude","desc","protection","num_votes"
"258",68194,"Skin It Back","Sunken Treasure > 2. Northern Mountains Region > North Carolina","https://www.mountainproject.com/route/107199062/skin-it-back",2,"Sport","5.10a",1,40,36.09553,-81.80047,"You can probably get away with no gear on this short and fun climb.  There are two distinct hard sections with a good shake out in the middle.    Start in a shallow left facing dihedral just to the left of the big roof routes on the lower wall.  Look for a pin in the corner that starts the route.  Clip the pin~ plug pro or don't (sling long)~ make moves to gain the good hands above the small roof to clip the bolt.  Surmount the roof to gain the juggy face above.  Move up the steep face clipping two more bolts and move right below the roof to the anchors.","1 pin and some bolts.  Bring some longer draws to keep it running smooth.  A 60m is all you need to get down from the two-bolt anchor.",18
"259",62243,"Bombardment","Lower Left Wall / Ventilator Slabs > *Cathedral Ledge > New Hampshire","https://www.mountainproject.com/route/105903672/bombardment",3.4,"Trad","5.8",2,160,44.06236,-71.1652,"Bombardment shares p1 with Pleasant Street~ a quick test of wits on a wandering~ run-out 5.6 slab that terminates at a large ant-eaten oak on a slanting ledge below an overlap. Start p2 by stepping up and right over the overlap. The p2 crack climbing is an easily protected and fun place to learn jams and ween yourself off of the plentiful face features for footholds.","P1 is considered 5.6 R/X~ but can be protected reasonably* with double ropes. P2 protects very well with nuts and small-to-medium cams.    ( * Ed. comment: reasonably for the follower; if there's a way to protect the moves up the dike for the leader~ please describe! R. Hall Adm.)",250
"260",29251,"Wake and Bake","Dum's Kitchen > Tonsai Bay > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International","https://www.mountainproject.com/route/106087858/wake-and-bake",3.5,"Sport","5.12a",1,50,8.016,98.8352,"Fun steep double overhanging dihedral with a finger crack in the back.  Start up making steep moves on jugs and underclings.  Continue up the dihedral~ making all kinds of cool stemming moves and finding some interesting rests.  Crank out the laybacking top section and rest on the ledge.  Rest up and make a few more tricky 11-? moves to the anchors.    First ascent was originally on trad gear and later retroed by accident.  Also might be a bit soft for the grade.","7 Bolts to anchors.",42
"261",95410,"Mojave Queen","Upper Walt's Rocks > Walt's Rocks > Queen Mountain > Joshua Tree National Park > California","https://www.mountainproject.com/route/105724504/mojave-queen",3.9,"Trad","5.11a/b",1,140,34.05826,-116.10088,"This premier Walt's Rock classic begins left of White Rain (5.11a) at the base of the formation. Begin in a low-angle chimney and climb to a small ledge. Traverse right (bolt protected) to gain a nice hand crack (5.10). Follow the hand crack to its end where spectacular steep face climbing (crux) is protected by three bolts. The movement and position are exceptional on this route!","QD's for four bolt hangers~ stoppers~ TCU's~ and Cams to 2"" provide great pro. A two bolt anchor / rappel station is at the top.",21
"262",100326,"Morning Thunder","Bighorn Mating Grotto > Diarrhea Dome > Central Wonderland > Wonderland South > Wonderland of Rocks > Joshua Tree National Park > California","https://www.mountainproject.com/route/105949436/morning-thunder",3,"Trad","5.10d",1,125,34.05146,-116.14733,"The longest route in the Grotto.  Climb the slight overhanging corner using crack~ stem~ and chimney moves.  There is always a 'small' placement possibility in the corner.  It will take small nuts and TCUs.  Use 2' slings on all placements and the rope drag will be acceptable higher up~ otherwise you might be stopped.     You will be standing/stemming in body tension a few times.  The crux is getting onto a left edge low on the route.  It isn't over yet~ and the route continues for a ways through two more overhang sections.  The upper section is a sustained crack.   Belay in a small alcove.     To descend~ face climb out of the alcove to the left past a pin and belay on a big platform.  Rappel off long fixed slings toward the anchor for Book of Changes.","TCUs from 0~ Cams to 3~ Nuts from 3~ 1"" and 2"" for anchor.",12
"263",41765,"Gobies for Gumbies","Angel Food Wall > 06-White Rock Spring > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/106310071/gobies-for-gumbies",3.7,"Trad","5.11a",1,140,36.16926,-115.4896,"This is a beautiful splitter crack angling right and passing through a small bulge near the top on a clean dark red wall. The tech crux may be the first ten feet starting in a bulging straight up crack that begins fist and wider for a few feet with sandy face holds on either side. At the obvious bulge about 3/4 height~ the crack thins from hands down to rings and stacks for a move or two and then fingerlocks just above. At that point you can stem to the wall behind you and use it as the crack pinches off and facey climbing or stemming takes you to the top. There is some mystery fixed tat just before the topout that despite it's appearance~ you may be happy to clip.    While the texture isn't bad on this~ there is a nasty bit of fin/offset on the bottom on the crack through the middle section that chews on your wrist. Some guides give this 10d or 10+ which may be a bit of a sandbag.","Mostly tight hands to hands~ thinning down to fingerlocks at the end. Set of wires and tcus~ and cams to 3"" with triples in #1~#2 camalot sizes and optional doubles in the #.5~#.75.",12
"264",85305,"Black Rose","Black Rose > Rock Canyon > Wasatch Range > Utah","https://www.mountainproject.com/route/106053868/black-rose",2.6,"Sport, TR","5.10d",1,55,40.2652,-111.6237,"This route is the original Black Rose. It was restored by John Ross in October 2007 using the original four bolt holes. It was chopped many years ago~ becoming a casualty of a dispute between two climbers. Note that the line named Black Rose in the Ruckman guide is not the original line.    The route starts on the right side of a small bulge at the base of the slab. After getting to the top of the small bulge you clip the first bolt (14' up) and then climb through the first crux. Thin hands and thinner feet make for some tenuous moves to slightly more positive handholds~ and finally your feet are on something slightly resembling a hold. (As a side note~ the ripples appearing in the                Black Rose 1. [[106506583]] 5.11c 2. [[106053868]] 5.10d 3. [[105742061]] 5.10a 4. [[106144464]] 5.11a/b       form some of the almost-holds; the ripples are a remnant of the ancient beaches from which the Rock Canyon quartzite was formed).    Clip the second bolt and the real business starts. Slopey feet~ single finger holds and slopers for the hands lead to clipping the third bolt. After the clip heave a sigh of relief (but not too deeply) as you strive to reach more positive territory after another couple of moves. The hard part is over. Continue on positive edges~ clip the fourth bolt and then bear right toward the anchor.    An alternate start is possible in the crack at the bottom left of the slab. The first bolt is a stretch but can be reached and clipped. However~ the alternate start doesn't avoid the crux~ which is after the second bolt.    Rock Canyon Loremaster Darren Knezek told me that this was originally rated 5.10d by the FA party; he thought he remembered it might even be a little harder.    The base of the slab was changed by quarrying in 2003. The routes on the slab used to start on a boulder. See here for a photo from before the quarrying.","4 bolts to chain anchors.",31
"265",44223,"Waltz, The","Five Fingers Area > Gate Buttress > Little Cottonwood Canyon > Wasatch Range > Utah","https://www.mountainproject.com/route/105815932/waltz-the",1.5,"Trad","5.6",1,100,40.5733,-111.7533,"An interesting start leads to a an easy wide crack.  The start is an undercling that leads to a length of liebacking~ along good rock.  It then has the odd move as you work from one wide crack to another.  Finally~ after you pass a slung tree and horn~ you come to a divergence: a really steep offwidth/squeeze on the right or an easy wide crack to the left.  The climb goes left.  I tried right but the rock was rotten.     All in all a nice lower sequence followed by an easy upper sequence.    WARNING !!  One last thing~ after the lieback sequence~ the next sequence involves a crack with a thin death flake.  Beware.  Helmets are advised.","Standard rack~ some runners and a few large pieces (hexes or large cams) for the wide sections... or you could not protect those certain areas.  Set up your own anchor up top~ so bring that gear also.",13
"266",51659,"Crispy Critters","Straight Shooter Wall > 10-Pine Creek Canyon > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/105733118/crispy-critters",1.7,"Trad","5.7 R",1,50,36.1268,-115.48806,"This route~ along with its neighbor~ Captain Crunch~ sits just right of Straight Shooter. It is the left hand of the two obvious cracks that are easily visible from the trail. Approach per Straight Shooter and work your way right along the base to the first crack you come to.    Pitch 1: Climb the crack to a large ledge.    Descent: Work left and down on the ledge toward Straight Shooter. On the lip below are two old bolts with chains on them. A single rope rappel gets you back down.","Bring a good selection of stoppers and cams to 2"".",19
"267",9495,"Cragmont Crack","Northeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California","https://www.mountainproject.com/route/105734660/cragmont-crack",1.9,"Trad, TR","5.6",1,40,37.89205,-122.26333,"Climb directly up to the very obvious crack near the top.","You can either top rope this~ using the bolts to the left of the crack~ trad lead this~ or solo it - which isn't too scary.",91
"268",52052,"Lil's Juicy Juice","Jessica's Wall > 03-First Pullout (Calico I) > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/109868505/lils-juicy-juice",1.9,"Sport","5.8",1,30,36.14467,-115.42562,"The furthest left route on the wall. Climb the short varnished face up into a slight slab on good crimps and big plates.","Four bolts to chains.",16
"269",45337,"Feel No Evil","The Souls Slab > The Hood > Mount Charleston > Southern Nevada > Nevada","https://www.mountainproject.com/route/105866724/feel-no-evil",2.7,"Sport","5.10a",1,70,36.2744,-115.65736,"Delicate slab leads to a ledge~ then traverse up and right into a shallow dihedral. A stemmy transition (crux) brings you onto a granitesque flake that takes you to the chains.     There is an extension which is very good (4 more bolts to chains)... (5.11b)! It's very technical~ delicate climbing off of sidepulls and shallow pockets.","bolts. If someone doesn't take them (please don't take them) there are ""courtesy"" caribiners at the anchors to lower off of. (it saves the hardware!)",27
